seqnames	start	end	strand	gene	ENTREZID	product	gbkey
3	142878399	142881620	+	9530052C20Rik	320229	RIKEN cDNA 9530052C20 gene, transcript variant X2	misc_RNA
3	142898022	142898579	+	Gm31306	102633494	NA	exon
3	142969830	142969971	-	Gm33289	102636135	predicted gene, 33289	ncRNA
3	142962593	142963793	+	Gm2574	100040053	NA	exon
3	143017039	143017368	+	LOC102636203	102636203	uncharacterized LOC102636203, transcript variant X4	ncRNA
3	143243055	143243439	+	A830019L24Rik	320072	RIKEN cDNA A830019L24 gene	ncRNA
3	143379322	143379439	-	LOC105244566	105244566	uncharacterized LOC105244566, transcript variant X2	ncRNA
3	143323330	143323759	+	Gm33514	102636454	predicted gene, 33514, transcript variant X2	ncRNA
3	143495881	143495961	-	Gm33604	102636577	predicted gene, 33604	ncRNA
3	143567044	143567114	+	Gm33651	102636643	predicted gene, 33651, transcript variant X2	ncRNA
3	143603787	143603881	+	Gm33758	102636782	predicted gene, 33758, transcript variant X1	ncRNA
3	143645577	143646075	+	Gm33809	102636855	predicted gene, 33809	ncRNA
3	143711935	143712143	-	Gm6260	621809	predicted gene 6260	ncRNA
3	143743121	143743487	+	Gm33867	102636929	predicted gene, 33867, transcript variant X3	ncRNA
3	143850970	143851045	+	Gm33925	102637010	predicted gene, 33925	ncRNA
3	143873301	143874389	-	LOC105244567	105244567	uncharacterized LOC105244567, transcript variant X2	ncRNA
3	143973720	143974090	+	Gm33988	102637086	predicted gene, 33988, transcript variant X2	ncRNA
3	144053679	144053844	-	LOC105244568	105244568	uncharacterized LOC105244568	ncRNA
3	144135403	144136012	-	Gm34078	102637205	predicted gene, 34078	ncRNA
3	144149776	144149882	+	Gm34162	102637320	predicted gene, 34162, transcript variant X3	ncRNA
3	144204820	144205255	-	Lmo4	16911	LIM domain only 4, transcript variant 1	mRNA
3	144380964	144381142	-	Gm34434	102637688	predicted gene, 34434, transcript variant X2	ncRNA
3	144426552	144427770	-	LOC102637878	102637878	NA	exon
3	144569734	144570216	-	Hs2st1	23908	heparan sulfate 2-O-sulfotransferase 1	mRNA
3	144521325	144525212	-	LOC105244569	105244569	uncharacterized LOC105244569	ncRNA
3	144570427	144570799	+	Sep15	93684	selenoprotein	mRNA
3	144625316	144625997	-	Rpl9-ps8	435761	NA	exon
3	144719982	144720335	-	Sh3glb1	54673	SH3-domain GRB2-like B1 (endophilin), transcript variant 3	mRNA
3	144709368	144710220	+	Gm34810	102638188	predicted gene, 34810	ncRNA
3	144727793	144729369	+	Gm9419	668890	NA	exon
3	144760564	144760972	-	Clca3a1	12722	chloride channel calcium activated 3A1, transcript variant X6	misc_RNA
3	144819311	144819494	-	Clca3a2	80797	chloride channel calcium activated 3A2	mRNA
3	144804830	144805061	-	Gm34926	102638337	predicted gene, 34926, transcript variant X2	mRNA
3	144849127	144849302	-	Clca3b	229927	chloride channel calcium activated 3B	mRNA
3	144895911	144896011	-	Clca4c-ps	622139	chloride channel calcium activated 4C, pseudogene	misc_RNA
3	144932335	144932529	-	Clca4b	99709	chloride channel calcium activated 4B	mRNA
3	144947622	144947715	+	Gm16233	100504497	predicted gene 16233	ncRNA
3	144974850	144975045	-	Clca4a	99663	chloride channel calcium activated 4A	mRNA
3	144968422	144969027	+	Gm35066	102638523	predicted gene, 35066, transcript variant X1	ncRNA
3	145032584	145032776	-	Clca1	23844	chloride channel calcium activated 1	mRNA
3	145099166	145099495	-	Clca2	229933	chloride channel calcium activated 2, transcript variant X1	mRNA
3	145118343	145118392	-	LOC105244570	105244570	uncharacterized LOC105244570	ncRNA
3	145118574	145118786	+	Odf2l	52184	outer dense fiber of sperm tails 2-like, transcript variant X2	mRNA
3	145292472	145293163	+	Col24a1	71355	collagen, type XXIV, alpha 1	mRNA
3	145391920	145394270	-	Gm35133	102638609	predicted gene, 35133, transcript variant X5	ncRNA
3	145576197	145576293	+	Znhit6	229937	zinc finger, HIT type 6, transcript variant X4	mRNA
3	145632553	145633747	-	LOC105244571	105244571	uncharacterized LOC105244571	ncRNA
3	145649730	145649985	-	Cyr61	16007	cysteine rich protein 61	mRNA
3	145758692	145759164	+	Ddah1	69219	dimethylarginine dimethylaminohydrolase 1	mRNA
3	145858798	145860437	+	LOC105244572	105244572	uncharacterized LOC105244572	ncRNA
3	145890333	145891435	-	Gm35187	102638682	predicted gene, 35187, transcript variant X3	ncRNA
3	145878985	145879381	+	Rpl36a-ps2	100040331	NA	exon
3	145924262	145924515	+	Bcl10	12042	B cell leukemia/lymphoma 10	mRNA
3	145938003	145938328	+	2410004B18Rik	66421	RIKEN cDNA 2410004B18 gene, transcript variant X1	mRNA
3	145987372	145987454	-	Gm35352	102638901	predicted gene, 35352	ncRNA
3	145987356	145989169	+	Syde2	214804	synapse defective 1, Rho GTPase, homolog 2 (C. elegans), transcript variant X1	mRNA
3	146030522	146030765	-	LOC105244573	105244573	uncharacterized LOC105244573	ncRNA
3	146036715	146036896	+	Gm35409	102638977	predicted gene, 35409, transcript variant X5	ncRNA
3	146107913	146108036	-	Wdr63	242253	WD repeat domain 63	mRNA
3	146093277	146093301	+	Mcoln3	171166	mucolipin 3, transcript variant X3	mRNA
3	146149796	146150006	+	Mcoln2	68279	mucolipin 2, transcript variant X4	misc_RNA
3	146220961	146221147	+	Lpar3	65086	lysophosphatidic acid receptor 3	mRNA
3	146346434	146349884	+	LOC105244574	105244574	uncharacterized LOC105244574, transcript variant X2	ncRNA
3	146378722	146378944	-	Gm10636	100038607	predicted gene 10636	ncRNA
3	146404617	146404935	+	Ssx2ip	99167	synovial sarcoma, X breakpoint 2 interacting protein, transcript variant X2	mRNA
3	146450467	146450630	+	Ctbs	74245	chitobiase, di-N-acetyl-, transcript variant 1	mRNA
3	146499655	146499744	-	Spata1	70951	spermatogenesis associated 1, transcript variant X7	mRNA
3	146478433	146478497	-	Gm35555	102639189	predicted gene, 35555, transcript variant X4	ncRNA
3	146476925	146476981	+	LOC105244575	105244575	uncharacterized LOC105244575, transcript variant X4	ncRNA
3	146499836	146500020	+	Gng5	14707	guanine nucleotide binding protein (G protein), gamma 5	mRNA
3	146521169	146521431	-	Rpf1	70285	ribosome production factor 1 homolog (S. cerevisiae), transcript variant X1	mRNA
3	146562876	146563269	-	Gm36259	102640111	NA	exon
3	146596288	146596702	-	Dnase2b	56629	deoxyribonuclease II beta, transcript variant X1	misc_RNA
3	146597149	146597233	+	Uox	22262	urate oxidase	mRNA
3	146641932	146642278	+	Gm16325	100286843	predicted gene 16325	ncRNA
3	146686298	146686801	-	4930503B20Rik	75015	RIKEN cDNA 4930503B20 gene, transcript variant X8	mRNA
3	146661120	146661273	+	LOC105244576	105244576	uncharacterized LOC105244576	ncRNA
3	146685051	146685104	+	Gm36521	102640466	predicted gene, 36521, transcript variant X1	ncRNA
3	146812638	146812946	-	Prkacb	18749	protein kinase, cAMP dependent, catalytic, beta, transcript variant 1	mRNA
3	146763280	146763413	+	LOC105244577	105244577	uncharacterized LOC105244577	ncRNA
3	146838775	146839365	-	Gm10288	100040540	NA	exon
3	146852136	146852589	+	Ttll7	70892	tubulin tyrosine ligase-like family, member 7, transcript variant X1	mRNA
3	147096095	147096418	+	Gm29771	101056065	predicted gene, 29771	ncRNA
3	147125340	147125770	-	Gm36726	102640726	predicted gene, 36726, transcript variant X2	ncRNA
3	147192266	147192915	-	Gm6074	606715	NA	exon
3	147307242	147308755	+	LOC105244578	105244578	uncharacterized LOC105244578	ncRNA
3	147389647	147389816	+	Gm36831	102640866	predicted gene, 36831	ncRNA
3	147399358	147399479	+	LOC105244579	105244579	uncharacterized LOC105244579	ncRNA
3	147428576	147428643	+	LOC105244580	105244580	uncharacterized LOC105244580, transcript variant X2	ncRNA
3	147635442	147635647	-	Gm36888	102640942	predicted gene, 36888	ncRNA
3	147924174	147924264	-	LOC105244581	105244581	uncharacterized LOC105244581	ncRNA
3	147963915	147963969	+	LOC105244583	105244583	uncharacterized LOC105244583, transcript variant X4	ncRNA
3	147991208	147991349	+	LOC105244582	105244582	uncharacterized LOC105244582	ncRNA
3	148081348	148081426	+	LOC105244584	105244584	uncharacterized LOC105244584	ncRNA
3	148337913	148338005	+	Gm29836	102631517	predicted gene, 29836, transcript variant X3	ncRNA
3	148954563	148954635	-	Lphn2	99633	latrophilin 2	mRNA
3	148915014	148923076	+	LOC105244586	105244586	uncharacterized LOC105244586	ncRNA
3	148996781	148998873	+	Gm30827	102632865	predicted gene, 30827, transcript variant X11	ncRNA
3	149018020	149018194	+	LOC105242440	105242440	uncharacterized LOC105242440	ncRNA
3	149083638	149085553	+	Gm30575	102632520	predicted gene, 30575, transcript variant X5	ncRNA
3	149184894	149184967	+	Gm30426	102632323	predicted gene, 30426	ncRNA
3	149190093	149190100	+	LOC102632402	102632402	60S ribosomal protein L29	mRNA
3	149274737	149275187	+	Gm1653	381482	predicted gene 1653	ncRNA
3	149302317	149304915	+	LOC105244585	105244585	uncharacterized LOC105244585, transcript variant X2	ncRNA
3	149335731	149336670	+	Gm5149	381483	predicted gene 5149, transcript variant X2	misc_RNA
3	149444227	149445120	+	LOC102631735	102631735	uncharacterized LOC102631735, transcript variant X4	ncRNA
3	149498160	149501589	+	Gm31060	102633163	predicted gene, 31060, transcript variant X1	ncRNA
3	149660257	149660394	-	Gm31121	102633249	predicted gene, 31121	ncRNA
3	149907519	149907559	+	Gm31244	102633411	predicted gene, 31244, transcript variant X2	ncRNA
3	150401926	150402277	+	LOC105244587	105244587	uncharacterized LOC105244587	ncRNA
3	150515128	150516096	-	Gm6439	623554	NA	exon
3	151023792	151023862	-	Mir3963	100628568	microRNA 3963	precursor_RNA
3	151293852	151294289	+	4930555A03Rik	100504653	RIKEN cDNA 4930555A03 gene, transcript variant X2	misc_RNA
3	151437882	151438004	+	Eltd1	170757	EGF, latrophilin seven transmembrane domain containing 1	mRNA
3	151749836	151749959	-	Ifi44	99899	interferon-induced protein 44	mRNA
3	151762717	151762891	-	Ifi44l	15061	interferon-induced protein 44 like	mRNA
3	151837302	151837528	-	Ptgfr	19220	prostaglandin F receptor	mRNA
3	151911940	151912117	-	Gm31596	102633873	predicted gene, 31596	ncRNA
3	151959185	151959665	+	Gm2939	100040741	NA	exon
3	151988454	151988877	+	Gm31739	102634061	predicted gene, 31739	ncRNA
3	152084026	152084040	+	Gm31881	102634251	predicted gene, 31881, transcript variant X4	ncRNA
3	152141459	152141527	-	Gipc2	54120	GIPC PDZ domain containing family, member 2, transcript variant X1	mRNA
3	152106831	152106918	-	LOC105244588	105244588	uncharacterized LOC105244588	ncRNA
3	152209835	152210083	-	Dnajb4	67035	DnaJ (Hsp40) homolog, subfamily B, member 4, transcript variant 1	mRNA
3	152197571	152197610	+	LOC105244589	105244589	uncharacterized LOC105244589	ncRNA
3	152210427	152210700	+	Fubp1	51886	far upstream element (FUSE) binding protein 1, transcript variant X10	mRNA
3	152266217	152266349	-	Nexn	68810	nexilin, transcript variant X10	mRNA
3	152266520	152266672	+	Gm31999	102634411	predicted gene, 31999	ncRNA
3	152340252	152340407	-	Fam73a	215708	family with sequence similarity 73, member A, transcript variant 2	mRNA
3	152346478	152346639	+	Usp33	170822	ubiquitin specific peptidase 33, transcript variant 1	mRNA
3	152394486	152396138	+	Zzz3	108946	zinc finger, ZZ domain containing 3, transcript variant X4	mRNA
3	152667800	152668140	-	Ak5	229949	adenylate kinase 5	mRNA
3	152666913	152667832	+	AI115009	99542	expressed sequence AI115009	ncRNA
3	152697823	152698214	+	Gm32085	102634524	predicted gene, 32085, transcript variant X15	ncRNA
3	152714100	152714227	+	Pigk	329777	phosphatidylinositol glycan anchor biosynthesis, class K, transcript variant 2	mRNA
3	152755578	152756090	-	LOC105244591	105244591	uncharacterized LOC105244591	ncRNA
3	152780672	152781193	-	Rpl29-ps1	19945	NA	exon
3	152982003	152982207	-	St6galnac5	26938	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	mRNA
3	152840195	152840283	+	LOC102634861	102634861	uncharacterized LOC102634861, transcript variant X2	ncRNA
3	152939149	152943463	+	LOC105244590	105244590	uncharacterized LOC105244590	ncRNA
3	153068902	153069123	+	LOC105244592	105244592	uncharacterized LOC105244592	ncRNA
3	153078271	153078539	+	LOC105244593	105244593	uncharacterized LOC105244593	ncRNA
3	153151846	153152108	-	4930482G09Rik	75001	RIKEN cDNA 4930482G09 gene	ncRNA
3	153182670	153183224	-	1700094M23Rik	73579	RIKEN cDNA 1700094M23 gene, transcript variant X3	ncRNA
3	153725045	153725133	-	St6galnac3	20447	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	mRNA
3	153224438	153224502	+	Gm33066	102635821	predicted gene, 33066	ncRNA
3	153256402	153258992	+	Gm33014	102635757	predicted gene, 33014, transcript variant X1	ncRNA
3	153298577	153298649	-	1700012D16Rik	75489	RIKEN cDNA 1700012D16 gene	ncRNA
3	153585586	153596322	+	Gm32721	102635362	predicted gene, 32721, transcript variant X8	ncRNA
3	153693683	153699449	-	Gm5858	545578	predicted gene 5858, transcript variant X2	misc_RNA
3	153791882	153792087	-	5730460C07Rik	70594	RIKEN cDNA 5730460C07 gene	ncRNA
3	153844247	153844733	+	Asb17	66772	ankyrin repeat and SOCS box-containing 17	mRNA
3	153852327	153852424	-	Asb17os	72317	ankyrin repeat and SOCS box-containing 17, opposite strand	ncRNA
3	153905672	153906138	-	Msh4	55993	mutS homolog 4 (E. coli), transcript variant 1	mRNA
3	153912934	153912966	-	Rabggtb	19352	Rab geranylgeranyl transferase, b subunit, transcript variant 2	mRNA
3	153910567	153910611	-	Snord45b	100217468	small nucleolar RNA, C/D box 45B	ncRNA
3	153912129	153912189	-	Snord45c	100217425	small nucleolar RNA, C/D box 45C	ncRNA
3	153944396	153944643	-	Acadm	11364	acyl-Coenzyme A dehydrogenase, medium chain	mRNA
3	153973436	153973798	+	Slc44a5	242259	solute carrier family 44, member 5	mRNA
3	154085417	154086365	-	LOC105244595	105244595	uncharacterized LOC105244595	ncRNA
3	154132326	154132981	+	Gm3076	100040980	NA	exon
3	154193539	154197217	-	Gm32399	102634934	predicted gene, 32399, transcript variant X2	ncRNA
3	154204927	154205047	-	LOC105244594	105244594	uncharacterized LOC105244594	ncRNA
3	154330021	154330201	-	Lhx8	16875	LIM homeobox protein 8, transcript variant X1	mRNA
3	154330821	154331063	+	AI606473	99686	expressed sequence AI606473	ncRNA
3	154566633	154567117	-	LOC105244596	105244596	uncharacterized LOC105244596	ncRNA
3	154596853	154597098	-	Tyw3	209584	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae), transcript variant 2	mRNA
3	154596711	154597284	+	Cryz	12972	crystallin, zeta	mRNA
3	154663387	154664283	+	Erich3	209601	glutamate rich 3, transcript variant X1	mRNA
3	154710735	154711330	-	Gm20389	102635958	predicted gene 20389, transcript variant X3	ncRNA
3	155055267	155055407	-	Tnni3k	435766	TNNI3 interacting kinase	mRNA
3	155092935	155093374	-	Fpgt	75540	fucose-1-phosphate guanylyltransferase, transcript variant X1	mRNA
3	155093434	155093670	+	Lrriq3	74435	leucine-rich repeats and IQ motif containing 3	mRNA
3	155532482	155532560	+	Gm33266	102636099	predicted gene, 33266	ncRNA
3	155976354	155976442	+	9330178D15Rik	329780	RIKEN cDNA 9330178D15 gene	ncRNA
3	156380488	156380647	-	Gm33311	102636168	predicted gene, 33311	ncRNA
3	156561476	156561687	-	4930570G19Rik	329782	RIKEN cDNA 4930570G19 gene, transcript variant 2	ncRNA
3	156561794	156562352	+	Negr1	320840	neuronal growth regulator 1, transcript variant 1	mRNA
3	156920681	156924080	-	Gm15577	100502679	predicted gene 15577	misc_RNA
3	157534010	157534096	-	LOC102636317	102636317	uncharacterized LOC102636317, transcript variant X1	ncRNA
3	157534397	157534474	+	Zranb2	53861	zinc finger, RAN-binding domain containing 2	mRNA
3	157544279	157544349	+	Mir186	387181	microRNA 186	precursor_RNA
3	157566816	157567845	+	Ptger3	19218	prostaglandin E receptor 3 (subtype EP3), transcript variant X1	mRNA
3	157726294	157726408	-	Gm33466	102636386	predicted gene, 33466	ncRNA
3	157816600	157817771	-	Gm5550	433686	NA	exon
3	157888465	157888874	-	Gm6520	624684	NA	exon
3	157924866	157925081	-	Cth	107869	cystathionase (cystathionine gamma-lyase), transcript variant X1	mRNA
3	157925208	157925346	+	1810013D15Rik	69042	RIKEN cDNA 1810013D15 gene, transcript variant X3	ncRNA
3	157946668	157947956	+	Ankrd13c	433667	ankyrin repeat domain 13c, transcript variant X1	mRNA
3	157998353	157999650	-	Gm33759	102636783	predicted gene, 33759	ncRNA
3	158036516	158036639	-	Srsf11	69207	serine/arginine-rich splicing factor 11, transcript variant 2	mRNA
3	158036682	158036876	+	Lrrc40	67144	leucine rich repeat containing 40, transcript variant 1	mRNA
3	158361404	158363115	-	Lrrc7	242274	leucine rich repeat containing 7, transcript variant X4	mRNA
3	158148755	158149240	+	Gm33810	102636856	predicted gene, 33810, transcript variant X2	ncRNA
3	158960428	158961646	+	Gm9423	668905	NA	exon
3	159076364	159076637	+	Gm20752	624759	predicted gene, 20752	ncRNA
3	159488347	159488390	-	Gm9424	668907	NA	exon
3	159495164	159495354	-	LOC105244597	105244597	uncharacterized LOC105244597	ncRNA
3	159495426	159495566	+	Depdc1a	76131	DEP domain containing 1a, transcript variant X1	misc_RNA
3	159599075	159599243	+	Rpe65	19892	retinal pigment epithelium 65, transcript variant X2	mRNA
3	159839677	159840047	+	Wls	68151	wntless homolog (Drosophila), transcript variant X1	mRNA
4	3172083	3173003	+	Vmn1r2	100312470	vomeronasal 1 receptor 2	mRNA
4	3184385	3185305	-	Vmn1r3	100312471	vomeronasal 1 receptor 3	mRNA
4	3231298	3231412	+	Gm11783	621549	predicted gene 11783, transcript variant X5	ncRNA
4	3516384	3516530	-	Gm11787	666513	predicted gene 11787, transcript variant X1	mRNA
4	3537090	3537191	+	Mir3471-2	100499523	microRNA 3471-2	precursor_RNA
4	3574704	3574768	-	Tmem68	72098	transmembrane protein 68	mRNA
4	3574879	3575129	+	Tgs1	116940	trimethylguanosine synthase homolog (S. cerevisiae)	mRNA
4	3656506	3656655	+	2210414B05Rik	70143	RIKEN cDNA 2210414B05 gene	ncRNA
4	3676813	3677208	-	LOC105247090	105247090	uncharacterized LOC105247090, transcript variant X3	ncRNA
4	3678121	3678364	+	Lyn	17096	Yamaguchi sarcoma viral (v-yes-1) oncogene homolog, transcript variant 1	mRNA
4	3714964	3716813	+	6330407A03Rik	70720	RIKEN cDNA 6330407A03 gene	ncRNA
4	3720227	3721050	-	Gm11805	621858	NA	exon
4	3835484	3835600	-	Rps20	67427	ribosomal protein S20	mRNA
4	3835735	3835934	+	Gm32823	102635504	predicted gene, 32823	ncRNA
4	3870658	3872105	-	Mos	17451	Moloney sarcoma oncogene	mRNA
4	3938214	3938434	-	Plag1	56711	pleiomorphic adenoma gene 1, transcript variant X1	mRNA
4	3922943	3926877	+	Gm32869	102635573	predicted gene, 32869	ncRNA
4	3938860	3939131	+	Chchd7	66433	coiled-coil-helix-coiled-coil-helix domain containing 7, transcript variant X1	mRNA
4	3973117	3973595	-	Gm11808	666586	NA	exon
4	3978251	3978750	-	Rps10-ps3	100503867	NA	exon
4	4019449	4019663	-	Sdr16c5	242285	short chain dehydrogenase/reductase family 16C, member 5	mRNA
4	4077424	4077594	-	Sdr16c6	242286	short chain dehydrogenase/reductase family 16C, member 6, transcript variant X1	mRNA
